tay,viet
Doòng ỏi Nả Nhẻn,khóm mía thưa
Doòng ỏi Xẩu,khóm mía thưa
Nả bang,hiếm
Nả Nhẻn,hiếm
Xẩu,hiếm
Rườn lục Nả bang,nhà hiếm con
Rườn lục Nả Nhẻn,nhà hiếm con
Rườn lục Xẩu,nhà hiếm con
Nả bang,yếu
Nả Nhẻn,yếu
Xẩu,yếu
Thân Bang,dạ yếu
Mốc Nả bang,dạ yếu
Mốc Nả Nhẻn,dạ yếu
Mốc Xẩu,dạ yếu
Nả bang,xấu hổ
Nả Nhẻn,xấu hổ
Xẩu,xấu hổ
nả Nả bang,hay xấu hổ
nả Nả Nhẻn,hay xấu hổ
nả Xẩu,hay xấu hổ
Nả bang bính,mỏng tanh
Nả Nhẻn bính,mỏng tanh
Xẩu bính,mỏng tanh
Piếng phà Nả bang bính,tấm chăn mỏng tanh
Piếng phà Nả Nhẻn bính,tấm chăn mỏng tanh
Piếng phà Xẩu bính,tấm chăn mỏng tanh
Nả bang bít,mỏng dính
Nả Nhẻn bít,mỏng dính
Xẩu bít,mỏng dính
Bang íp,mỏng dính
Bang kếp,mỏng dính
Bang Lược,mỏng dính
Bang Mjặt,mỏng dính
Nả bang bjém,mỏng mảnh
Nả Nhẻn bjém,mỏng mảnh
Xẩu bjém,mỏng mảnh
Hảng slửa Bang bjém,mặc áo mỏng mảnh
Tải slửa Bang bjém,mặc áo mỏng mảnh
Thư slửa Bang bjém,mặc áo mỏng mảnh
Nung slửa Nả bang bjém,mặc áo mỏng mảnh
Nung slửa Nả Nhẻn bjém,mặc áo mỏng mảnh
Nung slửa Xẩu bjém,mặc áo mỏng mảnh
Càm pện Báng bên,đi như mèo bay
Khúy pện Báng bên,đi như mèo bay
Lá pện Báng bên,đi như mèo bay
Nè pện Báng bên,đi như mèo bay
Nung pện Báng bên,đi như mèo bay
Mạy phấy non lòn pền Báng,cây bị sâu cắn thành hốc
Hò Báo,con trai
Tua Báo,con trai
Lục Chài,con trai
Sloa Báo,xinh trai
Đây Chài,xinh trai
Chài đông,đười ươi
Chài đông cót bằng,đười ươi giữ ống
Báo đông ủm bằng,đười ươi giữ ống
Chài léo,nam thiếu niên
Lục tỉ pền Báo léo dá,thằng kia sắp thành thanh niên rồi
Tua tỉ pền Báo léo dá,thằng kia sắp thành thanh niên rồi
Hò tỉ pền Chài léo dá,thằng kia sắp thành thanh niên rồi
Bầu,nhọt
Cái,nhọt
Co,nhọt
Mạy,nhọt
Bặng Bát,lên nhọt
Pện Bát,lên nhọt
Tồng giống Bát,lên nhọt
Pền Bầu,lên nhọt
Pền Cái,lên nhọt
Pền Co,lên nhọt
Pền Mạy,lên nhọt
Bầu slúc noong,nhọt mưng mủ
Cái slúc noong,nhọt mưng mủ
Co slúc noong,nhọt mưng mủ
Mạy slúc noong,nhọt mưng mủ
Bầu,cây
Cái,cây
Co,cây
Mạy,cây
Mác Bầu bưa pja,quả thàn mát duốc cá
Mác Cái bưa pja,quả thàn mát duốc cá
Mác Co bưa pja,quả thàn mát duốc cá
Mác Mạy bưa pja,quả thàn mát duốc cá
hối,lúc
Slì,lúc
hối khửn Bảt lồng,lúc lên lúc xuống
Slì khửn Bảt lồng,lúc lên lúc xuống
Bảt khửn hối lồng,lúc lên lúc xuống
Bảt khửn Slì lồng,lúc lên lúc xuống
Bầu đíp,nhọt thường
Cái đíp,nhọt thường
Co đíp,nhọt thường
Mạy đíp,nhọt thường
Khửn Bầu đíp,lên nhọt
Khửn Cái đíp,lên nhọt
Khửn Co đíp,lên nhọt
Khửn Mạy đíp,lên nhọt
hối nẩy,thế này
Slì nẩy,thế này
hối nẩy nhẻn a,thế này thì xấu hổ lắm
Slì nẩy nhẻn a,thế này thì xấu hổ lắm
hối nẩy,bây giờ
Slì nẩy,bây giờ
hối nẩy bấu tị dú,bây giờ không chỗ ở
Slì nẩy bấu tị dú,bây giờ không chỗ ở
hối tầu,đằng nào
Slì tầu,đằng nào
hối tầu tố tồng căn,đằng nào cũng thế
Slì tầu tố tồng căn,đằng nào cũng thế
hối toọc,ra trò
Slì toọc,ra trò
Phuối đây hối toọc,nói hay ra phết
Phuối đây Slì toọc,nói hay ra phết
hối toọc,một lèo
Slì toọc,một lèo
Chin A Bảt toọc,ăn một lèo cho hết
Chin hối toọc,ăn một lèo cho hết
Chin Slì toọc,ăn một lèo cho hết
hua bau,bị phù
Boong pền Bau,người bị phù
Cần pền hua bau,người bị phù
hua bau,nghịch ngợm
Lục đếch Bau lai,trẻ con nghịch quá
Đếch hua bau lai,trẻ con nghịch quá
Lục nấy Bau,thằng này nghịch ngợm
Tua nấy Bau,thằng này nghịch ngợm
Hò nấy hua bau,thằng này nghịch ngợm
Chổm,phương bắc
Rườn Mjản qua bưởng Bắc,nhà quay về hướng bắc
Rườn Veo qua bưởng Bắc,nhà quay về hướng bắc
Rườn vín qua bưởng Chổm,nhà quay về hướng bắc
Chổm,cái vợt
Chổm xỏn pja,vợt xúc cá
Chổm,mảnh
Chổm nà cằn loong,mảnh ruộng bên suối
Chổm,nhăn
Cò mì Chổm,cổ có nếp nhăn
pang nả Bắc,mếu
Nả Chổm,mếu
Chổm,cấu
Căn Bắc căn,cấu nhau
Tò Chổm căn,cấu nhau
Chổm,bấm
Chổm,vồ
Slưa Chổm,hổ vồ
Chổm bử,lúng búng
Phuối Chổm bử,nói lúng búng
Chổm ngắng,mếu máo
Mền pây kha men toỏng đút,nả Bắc ngắng
Te pây Châng men toỏng đút,nả Bắc ngắng
Chổm ten tứng cần,chỉ đích danh từng người
Đít,ném
Đít hin,ném đá
Đít,bắn
Đít nả,bắn ná
Pằm cạ mé pền khẩy,lan Băng mà dương
Băng quá kèng,băng qua đèo
Băng quá Lước,băng qua đèo
Sloong Bẳng Cò pèng khảm ta,hai cái bè sang sông
Sloong Bẳng Đắn khảm ta,hai cái bè sang sông
Sloong Bẳng Kích khảm ta,hai cái bè sang sông
Pền,như
Pện,như
Tồng giống,như
Pền cạ pi noọng khen kha,như anh em ruột thịt
Pện cạ pi noọng khen kha,như anh em ruột thịt
Tồng giống cạ pi noọng khen kha,như anh em ruột thịt
Bặng cạ Pi noọng khen kha,như anh em ruột thịt
Bặng cạ khuốp noọng khen kha,như anh em ruột thịt
Bặng cạ pi Noọng a khen kha,như anh em ruột thịt
Bặng cạ pi Noọng slao khen kha,như anh em ruột thịt
Bặng cạ pi noọng khen Châng,như anh em ruột thịt
Nặm,nước
Chin A Bặp,uống nước
Chin Nặm,uống nước
Quỉ,ngạt
Quiz,ngạt
Quỉ châu,ngạt thở
Quiz châu,ngạt thở
Quỉ,đắt
Quiz,đắt
Khai Quỉ,bán đắt
Khai Quiz,bán đắt
Quỉ,quý
Quiz,quý
của Quỉ của pèng,của quý của hiếm
của Quiz của pèng,của quý của hiếm
Quỉ cất,chưng cất
Quiz cất,chưng cất
Quỉ cất mỏ lẩu,cất nồi rượu
Quiz cất mỏ lẩu,cất nồi rượu
Quỉ pèng,yêu quý
Quiz pèng,yêu quý
Noọng Quỉ pèng,em yêu quý
Noọng Quiz pèng,em yêu quý
Bát,cây
Đăm Bầu bươn cẩu,trồng bầu tháng chín
Năm Bát bươn cẩu,trồng bầu tháng chín
Năm Cái bươn cẩu,trồng bầu tháng chín
Năm Co bươn cẩu,trồng bầu tháng chín
Năm Mạy bươn cẩu,trồng bầu tháng chín
Fạt Bấu đảy,làm không được
Hấy Bấu đảy,làm không được
Slan Bấu đảy,làm không được
Tức Bấu đảy,làm không được
Pằm Bấu,biết không
Bấu dăm Bấu bjai Dên hom lưng,chẳng cấy chẳng làm cỏ hơi thơm phức
Bấu dăm Bấu bjai Đảng hom lưng,chẳng cấy chẳng làm cỏ hơi thơm phức
Bấu Chổng,không chấp nhận
Bấu Ngài,không chấp nhận
Bấu Slỉ,không chấp nhận
Bấu Thàng,không chấp nhận
Fạt pện nẩy ngo Bấu făn,làm như thế tôi không chấp nhận
Hấy pện nẩy ngo Bấu făn,làm như thế tôi không chấp nhận
Slan pện nẩy ngo Bấu făn,làm như thế tôi không chấp nhận
Tức pện nẩy ngo Bấu făn,làm như thế tôi không chấp nhận
Hết pện nẩy ngo Bấu Chổng,làm như thế tôi không chấp nhận
Hết pện nẩy ngo Bấu Ngài,làm như thế tôi không chấp nhận
Hết pện nẩy ngo Bấu Slỉ,làm như thế tôi không chấp nhận
Hết pện nẩy ngo Bấu Thàng,làm như thế tôi không chấp nhận
Bẳng,lá
Ca,lá
Cái,lá
Chựa,lá
Lằm,lá
me,lá
Ngấư,lá
Nghé,lá
Slảu,lá
Bẳng,tờ
Ca,tờ
Cái,tờ
Chựa,tờ
Lằm,tờ
me,tờ
Ngấư,tờ
Nghé,tờ
Slảu,tờ
Bẳng chỉa,tờ giấy
Ca chỉa,tờ giấy
Cái chỉa,tờ giấy
Chựa chỉa,tờ giấy
Lằm chỉa,tờ giấy
me chỉa,tờ giấy
Ngấư chỉa,tờ giấy
Nghé chỉa,tờ giấy
Slảu chỉa,tờ giấy
Bẳng,bức
Ca,bức
Cái,bức
Chựa,bức
Lằm,bức
me,bức
Ngấư,bức
Nghé,bức
Slảu,bức
Bẳng slư,bức thư
Ca slư,bức thư
Cái slư,bức thư
Chựa slư,bức thư
Lằm slư,bức thư
me slư,bức thư
Ngấư slư,bức thư
Nghé slư,bức thư
Slảu slư,bức thư
Bẳng,tấm
Ca,tấm
Cái,tấm
Chựa,tấm
Lằm,tấm
me,tấm
Ngấư,tấm
Nghé,tấm
Slảu,tấm
Bẳng slửa,tấm áo
Ca slửa,tấm áo
Cái slửa,tấm áo
Chựa slửa,tấm áo
Lằm slửa,tấm áo
me slửa,tấm áo
Ngấư slửa,tấm áo
Nghé slửa,tấm áo
Slảu slửa,tấm áo
Bẳng,cái
Ca,cái
Cái,cái
Chựa,cái
Lằm,cái
me,cái
Ngấư,cái
Nghé,cái
Slảu,cái
Bẳng khoá,cái quần
Ca khoá,cái quần
Cái khoá,cái quần
Chựa khoá,cái quần
Lằm khoá,cái quần
me khoá,cái quần
Ngấư khoá,cái quần
Nghé khoá,cái quần
Slảu khoá,cái quần
Mốc Be,bụng phình
Tác Be,bụng phình
Boong pác Be,người mồm bạnh ra
cop rườn pang béc fừn nâng,mỗi nhà giúp một vác củi
Khóp rườn pang béc fừn nâng,mỗi nhà giúp một vác củi
Khướm rườn pang béc fừn nâng,mỗi nhà giúp một vác củi
béc Châng cải,vác chân to
béc Châng cải,nịnh hót
Hó,cơi trầu
Pẳn,cơi trầu
Hó,gói
Pẳn,gói
Hó khẩu nâng,một gói cơm
Pẳn khẩu nâng,một gói cơm
Ben Khảu nâng,một gói cơm
Hó da,gói thuốc
Pẳn da,gói thuốc
Ben kẻ,gói thuốc
Hó đảy pác khêm bấu Ben đảy pác cần,gói được mũi kim
Pẳn đảy pác khêm bấu Ben đảy pác cần,gói được mũi kim
Ben đảy pác khêm bấu Hó đảy pác cần,gói được mũi kim
Ben đảy pác khêm bấu Pẳn đảy pác cần,gói được mũi kim
Hó boóc,gói ghém
Pẳn boóc,gói ghém
Băc bắm mằn oóc bén,băm sắn ra cái mê
Pằm mằn Lồng bén,băm sắn ra cái mê
Pằm mằn Mà bén,băm sắn ra cái mê
Pì,béo
Cáy Pì mì lai pì,gà béo có nhiều mỡ
Pì bựt,béo múp
Pì bựt,béo ị
Pú Cáu bẻo bựt,ông già béo ị
Pú ké Pì bựt,ông già béo ị
Xiêu,bay
Nộc Xiêu khảu đông,chim bay về rừng
Lồm Xiêu bâu slửa,gió thổi bay cái áo
Xiêu báng,chạy vội
Ca,câu
Cằm,câu
Chóp,câu
Tức,câu
Ngoi Bết,lưỡi câu
Pác Ca,lưỡi câu
Pác Cằm,lưỡi câu
Pác Chóp,lưỡi câu
Pác Tức,lưỡi câu
Fặn Bết pja,câu cá
Fặn lỉn Bết pja,câu cá
Luậy Bết pja,câu cá
Tức Ca pja,câu cá
Tức Cằm pja,câu cá
Tức Chóp pja,câu cá
Tức Tức pja,câu cá
Căn Bì căn,so kè nhau
Bắt,con bướm
Ngằn,con bướm
Bắt bươn slam,bướm tháng ba
Ngằn bươn slam,bướm tháng ba
Bắt,con ngài
Ngằn,con ngài
Bắt mọn,con ngài tằm
Ngằn mọn,con ngài tằm
slắn bặng Bắt phủ,run như con ngài đực
slắn bặng Ngằn phủ,run như con ngài đực
Bắt,bí
Ngằn,bí
Bắt xu khêm,bí trôn kim
Ngằn xu khêm,bí trôn kim
Bắt,ngạt
Ngằn,ngạt
Lam bỉ,ngạt mũi
Đăng Bắt,ngạt mũi
Đăng Ngằn,ngạt mũi
Khang,bóc
Khay,bóc
Khang bắp,bóc ngô
Khay bắp,bóc ngô
Khang,vạch
Khay,vạch
Khang pha mo,vạch liếp nhòm
Khay pha mo,vạch liếp nhòm
Khang,mở
Khay,mở
Cừn bí slí căm lắp,một đêm mở mắt
Căm Khang slí căm lắp,một đêm mở mắt
Căm Khay slí căm lắp,một đêm mở mắt
Khang nhác,bửa toác
Khay nhác,bửa toác
Ròi Moòng bí nhác,vết nứt bửa toác ra
Ròi phéc Khang nhác,vết nứt bửa toác ra
Ròi phéc Khay nhác,vết nứt bửa toác ra
Mạy phấy tắc bíp bjáp,cây gẫy răng rắc
íp,gianh nứa
kếp,gianh nứa
Lược,gianh nứa
Mjặt,gianh nứa
Náp bít mùng rườn,đánh gianh lợp nhà
Nép bít mùng rườn,đánh gianh lợp nhà
Slép bít mùng rườn,đánh gianh lợp nhà
Tắp íp mùng rườn,đánh gianh lợp nhà
Tắp kếp mùng rườn,đánh gianh lợp nhà
Tắp Lược mùng rườn,đánh gianh lợp nhà
Tắp Mjặt mùng rườn,đánh gianh lợp nhà
íp,ngắt
kếp,ngắt
Lược,ngắt
Mjặt,ngắt
íp nhỏt phjắc bủng,ngắt ngọn rau muống
kếp nhỏt phjắc bủng,ngắt ngọn rau muống
Lược nhỏt phjắc bủng,ngắt ngọn rau muống
Mjặt nhỏt phjắc bủng,ngắt ngọn rau muống
íp,cấu
kếp,cấu
Lược,cấu
Mjặt,cấu
íp,nhặt
kếp,nhặt
Lược,nhặt
Mjặt,nhặt
íp phjắc hết ngài,nhặt rau làm bữa trưa
kếp phjắc hết ngài,nhặt rau làm bữa trưa
Lược phjắc hết ngài,nhặt rau làm bữa trưa
Mjặt phjắc hết ngài,nhặt rau làm bữa trưa
Ray,quằn
Vao,quằn
pjạ Ray,dao bị quằn
pjạ Vao,dao bị quằn
Ray,méo
Vao,méo
kha chúp bỉu,chiếc nón bị méo
Nghé chúp Ray,chiếc nón bị méo
Nghé chúp Vao,chiếc nón bị méo
Ray,mẻ
Vao,mẻ
Pát Ray,bát mẻ
Pát Vao,bát mẻ
Ray boót,sứt mẻ
Vao boót,sứt mẻ
Ray bương,méo mó
Vao bương,méo mó
Ray bương,vênh váo
Vao bương,vênh váo
Bjải bjéT,nát
Slóe,nát
Bjải bjéT bjác,nát bét
Slóe bjác,nát bét
Bjải bjéT bjéT,nát
Slóe bjéT,nát
Bjải bjéT bjéT,nhão nhoét
Slóe bjéT,nhão nhoét
Bjải bjéT lát,nát toét
Slóe lát,nát toét
Pẻng chuầy vjếc Bjải bjéT lát,bánh dầy nhão nát toét
Pẻng chuầy vjếc Slóe lát,bánh dầy nhão nát toét
Mạy phấy tắc Bjáp bjáp,cây gẫy răng rắc
Căn thư tò Bjắc căn,chửi bới nhau
Da Cáu Bjắc bjoi cần hết lặc,bà già chửi bới kẻ ăn trộm
Đâng rườn phuối khua Bjằng bjằng,trong nhà nói cười ròn rã
Slâu rườn phuối khua Bjằng bjằng,trong nhà nói cười ròn rã
Tung rườn phuối khua Bjằng bjằng,trong nhà nói cười ròn rã
chang rườn phuối khua Bjằng bjằng,trong nhà nói cười ròn rã
Không,uốn
Khốt,uốn
Không cái tậu vai,uốn cây gậy mây song
Khốt cái tậu vai,uốn cây gậy mây song
Không tàng hẩu năn,nắn đường cho thẳng
Khốt tàng hẩu năn,nắn đường cho thẳng
Bjể Lồng ngòi,bóc ra xem
Bjể Mà ngòi,bóc ra xem
chóp,hoa
chóp mạ phông nả đán rung lường,hoa mạ nở trên vách núi rực rỡ
chóp coi,hoa hồng
chóp ngậu,hoa sen
Mạy phấy tắc Bjốp bjốp,cây gãy đôm đốp
Cáp,mo
Cáp bo,mo
Táp ná,mo
Cáp máy,mo măng
Cáp bo máy,mo măng
Táp ná máy,mo măng
Cáp làng,mo cau
Cáp bo làng,mo cau
Táp ná làng,mo cau
chỉnh,nguồn nước
chỉnh bủn,nguồn nước phun
chỉnh,mỏ
chỉnh,giếng
chỉnh nặm,giếng nước
Căm,bó
Pằn,bó
Va,bó
Căm thú,bó đũa
Pằn thú,bó đũa
Va thú,bó đũa
Boóc cân khẩu lam,ống cơm lam
Boóc Khảu lam,ống cơm lam
Boóc cân thúa kheo,ống đỗ xanh
Boóc cân cân,ống đong gạo
đảng Đút bon on chin phước,"rét ăn mon, ấm ăn khoai sọ"
đảng chin bon on Đút phước,"rét ăn mon, ấm ăn khoai sọ"
Cần te tò bỏn căn,chúng nó xoi mói nhau
noóng,rau ngót rừng
noóng,khoét
noóng khảu căn,khoét vào bờ
noóng,chen vào trong
Chẳng Bón khảu chang,ngồi chen vào giữa
Năng noóng khảu chang,ngồi chen vào giữa
Năng Bón khảu Chang,ngồi chen vào giữa
Năng Bón khảu Đâng,ngồi chen vào giữa
Năng Bón khảu Slâu,ngồi chen vào giữa
Năng Bón khảu Tung,ngồi chen vào giữa
noóng,rúc
noóng,mót
au mằn noóng lám,mót khoai còn sót
Ngài phầy Bọng,bị lửa bỏng
Tầu phầy Bọng,bị lửa bỏng
Cần,lòng
Cần xay,lòng cối xay
Cần,chúng
Cần hây,chúng ta
Cần,người ta
Cần khua,người ta cười
Khái,gióng
Không,gióng
Khái,đoạn
Không,đoạn
Khái,chặng
Không,chặng
Khái tơi,chặng đường đời
Không tơi,chặng đường đời
Khái pjạ,chuôi dao
Không pjạ,chuôi dao
Doi,đục
Doi pjot,khoét cho thủng
Doi,xâu
Doi khêm,xâu kim
Doi,lúm
Kẻm Doi,má lúm đồng tiền
Doi,"khều, nhể"
Doi nam,khều gai
Kíu,bóp
Rặt,bóp
Kíu cưa,bóp muối
Rặt cưa,bóp muối
bỏp Chái,bóp muối
bỏp Tuôn,bóp muối
Kíu cò thai,bóp cổ chết
Rặt cò thai,bóp cổ chết
bỏp Boong thai,bóp cổ chết
bỏp Mốc thai,bóp cổ chết
bỏp Pầu thai,bóp cổ chết
bỏp Slim thai,bóp cổ chết
Kíu,thắt
Rặt,thắt
Kíu pác cuôi,thắt miệng sọt
Rặt pác cuôi,thắt miệng sọt
Bjoóc bót,mắt mù
Lài bót,mắt mù
kha bắp mì lọi mặt bót,cái ngô có một số hạt lép
Bồ Khảu coóc,bồ thóc
Mường Bốc nhác,ruộng cạn nhăn
Bôm Khảu cẩu cần,mâm cơm chín người ăn
Cáy tốc Bôm Khảu slan,gà rơi vào mâm gạo
Bặp tốc tat Bồm bồm,nước rơi xuống thác ầm ầm
slủng Moòng Bồm bồm,súng nổ đùng đùng
Fạ,trời
Fạ khả fạ khiếc,trời giết trời chém
Mộc,choán vào trong
Mộc khảu chang rây,choán vào giữa đám rẫy
Bống khảu Chang rây,choán vào giữa đám rẫy
Bống khảu Đâng rây,choán vào giữa đám rẫy
Bống khảu Slâu rây,choán vào giữa đám rẫy
Bống khảu Tung rây,choán vào giữa đám rẫy
Mộc,moi
Mộc slẩy cáy,moi ruột gà
Mộc báng,nham nhở
Lốc thúa tôm Mộc báng,nhổ lạc nham nhở
Chin A phuối Bộp bạp,ăn nói bỗ bã
Bjoóc Bơn khửn fạ,mắt ngước lên trời
Lài Bơn khửn fạ,mắt ngước lên trời
Búa mạy Sluổi,ống nứa
bủn pác,phun
chỉnh Bủn,giếng phun
Bó bủn pác,giếng phun
bủn pác,trồi ra
nựa Chang cuôi Bủn oóc,thịt trong sọt trồi ra
nựa Đâng cuôi Bủn oóc,thịt trong sọt trồi ra
nựa Slâu cuôi Bủn oóc,thịt trong sọt trồi ra
nựa Tung cuôi Bủn oóc,thịt trong sọt trồi ra
nựa chang cuôi bủn pác oóc,thịt trong sọt trồi ra
nựa chang cuôi Bủn Lồng,thịt trong sọt trồi ra
nựa chang cuôi Bủn Mà,thịt trong sọt trồi ra
bủn pác,bĩu môi
Bấu dau lo cần Bủn pác diềm khua,không sợ người ta bĩu môi chê cười
Bấu Kì cần Bủn pác diềm khua,không sợ người ta bĩu môi chê cười
Bấu lao cần bủn pác pác diềm khua,không sợ người ta bĩu môi chê cười
Mường,nơi
Mường hâu,nơi nào
Mường,vùng
Khửn,nảy lộc
Tứn,nảy lộc
Khửn,mọc
Tứn,mọc
Bặp bủn Bụt bụt,nước phun lên phụt phụt
Bử Khang,lắp
Bử Khay,lắp
Phuối Bử Khang,nói lắp
Phuối Bử Khay,nói lắp
Bứa Đắc,chán ngán
Bứa Mầu,chán ngán
Bứa Thư,chán ngán
Rây khảu tan Bứa Đắc bấu xoong,đám lúa nương hái đến chán ngán mà chưa xong
Rây khảu tan Bứa Mầu bấu xoong,đám lúa nương hái đến chán ngán mà chưa xong
Rây khảu tan Bứa Thư bấu xoong,đám lúa nương hái đến chán ngán mà chưa xong
Đảy đI,được thể
Fằn Bửng phua đa rại,"được thể chồng bênh, ngúng nguẩy"
Fe Bửng phua đa rại,"được thể chồng bênh, ngúng nguẩy"
Nòi Bửng phua đa rại,"được thể chồng bênh, ngúng nguẩy"
Tồng giống Bửng phua đa rại,"được thể chồng bênh, ngúng nguẩy"
Đảy Đảy đI phua đa rại,"được thể chồng bênh, ngúng nguẩy"
Đảy đI hảy,bật khóc
Khuốp Pi slíp nhị Bươn,một năm mười hai tháng
Khuốp khuốp slíp nhị Bươn,một năm mười hai tháng
Coong sân,con quạ
Lang cai,con quạ
coong,con quạ
lang,con quạ
pang nả đăm bặng nả Ca,mặt đen như mặt quạ
Nả đăm bặng nả Coong sân,mặt đen như mặt quạ
Nả đăm bặng nả Lang cai,mặt đen như mặt quạ
Nả đăm bặng nả coong,mặt đen như mặt quạ
